title,alternate_names,description,publisher,country,genres,rating_value,rating_count,date_published,keywords,actors,written_by,director,episodes,release_years,url
My Military Valentine,"Blood Riding Love, Bloody Romance, Do Escândalo à Paixão, Peeta Love, Pitaneun Yeonae","After decades of tension, peace has come to the Korean Peninsula. To mark the start of the new North-South Korean peacetime, top South Korean star Lloyd heads to the DMZ to perform a concert, but a misunderstanding forces North Korean special forces soldier Baek Young Ok to step in.

Fans capture their interaction and the public mistakes it for a romantic moment. A scandal breaks out, and Lloyd’s fans are outraged. In  desperation, he joins the military… only to find himself in a unit led by Young Ok! Could romance bloom between this unlikely pair?

(Source: Viki)    Edit Translation         English     Русский     Español     Français",jTBC,South Korea,"Action, Military, Romance, Drama",6.9,1875,07/06/2024,"North Korean Female Lead, Idol Male Lead, Soldier Female Lead, North and South Korea, Soldier Supporting Character, Bad/Wrong Tag, Popular Male Lead, Scandal, Restaurateur Supporting Character, Friendship","Nam Gyu Ri, Kim Min Seok, Choi Hye Jin, Song Jae Rim, Steve Noh, Jung Jin Woo","Kwon Hee-kyung, Park Hyun-jin",Park Kwang-chun,12,2024,_
My Mind's Flower Rain,Flowers in My Heart,A story of a bright young girl who lost her family during the Korean War and grew up experiencing the rapid change of Korean society in the 1970s.,KBS2,_,"Period drama, Romance, Family, Melodrama, Revenge",_,_,"February 29 –
September 6, 2016",_,"Na Hae-ryung, Lee Chang-wook, Jung Yi-yeon, Ji Eun-sung","Han Hee-jung (Episode 1-40), Moon Young-hoon",Eo Soo-sun,128,2016,_
My Mister,"Meu Ahjussi, Mi señor, My Ahjusshi, My Ahjussi, My Ajusshi, Nástrahy života, Naui Ajeosshi, Viața E Complicată, Ο Κύριος Μου, Мой мистер, سيدي, คุณลุงของฉัน, 我的大叔","Park Dong Hun is a middle-aged engineer who is married to attorney Kang Yun Hui. However, his life is not that happy as he has two unemployed brothers, Sang Hun and Gi Hun, who rely on him. Moreover, his wife is secretly having an affair with CEO Do Jun Yeong, his current boss and college junior.

Receiving an unexpected bribe one day, Dong Hun notices that his co-worker Lee Ji An witnessed  the incident. Ji An is a young part-time worker at Dong Hun's company who is drowning in debt and left alone to take care of her ill grandmother. Dong Hun then gets entangled in his brothers' struggle to get back on their feet and the company's internal rivalry between the company's CEO and the people opposing him. All the while unaware that CEO Jun Yeong wants to get rid of him and that Ji An is working for him.

(Source: MyDramaList)    Edit Translation         English     한국어     中文(简体)     Arabic",tvN,South Korea,"Psychological, Life, Drama",9,34992,21/03/2018,"Nice Male Lead, Depression, Healing, Poor Female Lead, Infidelity, Power Struggle, Grandma-Granddaughter Relationship, Smart Female Lead, Warm Man/Cold Woman, Corruption","Lee Sun Kyun, IU, Park Ho San, Song Sae Byuk, Lee Ji Ah, Kim Young Min",Park Hae-young,Kim Won-seok,16,2018,_
My Mother Is a Daughter-in-law,The Mother and the Daughter-in-law,"Gyeong-sook (Kim Hye-ri) married a wealthy older man when she was 19 years old. After the passing of her antagonistic mother-in-law and the recent death of her husband, she depends on her son Jung-soo (Lee Yong-joon), who is a doctor.",SBS,_,"Melodrama, Romance, Family, Comedy",_,_,"June 22, 2015 –
January 1, 2016",_,"Kim Hye-ri, Shim Yi-young, Kim Jeong-hyeon",_,Go Heung-shik,137,"2015, 2016",_
My Name,"Eondeokeobeo, Mai Neim, Maineim, Meu Nome, Mi nombre, Modrá až na kost, My Na,e, Nemesis, Nemesiseu, Numele Meu, Undercover, Моё имя, هذا اسمي, 我的名字, 네메시스, 마이네임, 언더커버","After her father's murder, Yoon Ji Woo seeks revenge by infiltrating the police under the direction of Choi Moo Jin, the head of a powerful drug ring. As she goes undercover, she partners with rule-abiding detective Jeon Pil Do, while Cha Gi Ho, the head of the Drug Investigation Unit, targets Choi Moo Jin. Meanwhile, Choi Moo Jin’s loyal subordinate, Jung Tae Joo, and former gang member Do Gang Jae, who seeks  revenge, add to the complex web of crime and betrayal.

(Source: MyDramaList)    Edit Translation         English     한국어     中文(台灣)     中文(简体)",Netflix,South Korea,"Action, Thriller, Mystery, Crime",8.7,85337,15/10/2021,"Criminal Organization, Badass Female Lead, Revenge, Murder, Trauma, Hidden Identity, Gang, Double Identity, Noir, Death","Han So Hee, Park Hee Soon , Ahn Bo Hyun, Lee Hak Joo, Kim  Sang Ho, Chang Ryul",_,_,_,_,_
My Name (TV series),"Undercover, Nemesis","Yoon Ji-woo's (Han So-hee) father dies suddenly. She desperately wants to take revenge on whoever is responsible for her father's death. Ji-woo then works for drug crime gang Dongcheon, led by Choi Mu-jin (Park Hee-soon). With the help of Mu-jin and to uncover the reason for her father's death, Ji-woo joins the police force and becomes a mole for Dongcheon. Ji-woo, using her fake name Oh Hye-jin, is assigned to work in the drug investigation unit in the Inchang Metropolitan Police Station. Her partner there is Detective Jeon Pil-do (Ahn Bo-hyun).",Netflix,_,"Action, Crime, Thriller, Romance, Noir",_,_,"October 15, 2021",_,"Han So-hee, Park Hee-soon, Ahn Bo-hyun",Kim Ba-da,Kim Jin-min,8,2021,_
My Name Is Gabriel,"Mai Neim Ijeu Gabeuriel, My Name Is 가브리엘 영제, Меня зовут Габриэль","A program where you live 'the real life of that person' for 72 hours under the name of one of the world’s 8 billion people in a place where no one knows you.

(Source: Korean = NamuWiki || Translation = MyDramaList)      Edit Translation         English     Русский     हिन्दी     Español",jTBC,South Korea,"Adventure, Life, Documentary",8.2,614,21/06/2024,"Davichi, Variety Show, Travel Show, Reality Show","Defconn, Lee Hae Ri, Kang Min Kyung, Ji Chang Wook, Yeom Hye Ran, Park Myung Soo",_,_,_,_,_
My Only Love Song,"Ma seule chanson d'amour, Mai Onri Leobeusong, Minha Única Canção de Amor, Singurul Meu Cântec de Dragoste, Песнь моей единственной любви","Song Soo Jung is a top star and she is very arrogant. She classifies people by how much money they have. Suddenly, she goes back in time to the Goguryeo era and meets On Dal. He will do anything to make money, but in fact he is generous to the weak and poor.

(Source: AsianWiki)      Edit Translation         English     한국어     中文(台灣)     Русский",Netflix,South Korea,"Historical, Comedy, Romance, Fantasy",7.7,12354,09/06/2017,"Time Travel, Goguryeo Dynasty, Fate, Sassy Female Lead, Love/Hate Relationship, First Love, Soulmates' Relationship, Princess Supporting Character, Historical Fiction, Secondary Couple","Gong Seung Yeon, Lee  Jong Hyun, Kim Yeon Seo, Ahn Bo Hyun, Lee Jae Jin, Lee Chul Min",Kim Soo-jin,Min Doo-sik,20,2017,_
My Only One,"Areumdawoon Nae Pyeon, Hanappoonin Naepyeon, Minha Única, My Beautiful Ally, My Beautiful Side, Only on My Side, 아름다운 내 편","""My Beautiful Side"" is a drama about a woman who loses everything one day, when she discovers that her parents are not her biological ones, and that they are also murderers. It is the story of someone who will live boldly while putting back together the pieces of her life broken by love.

(Source: HanCinema)      Edit Translation         English     Español     Italiano     magyar / magyar nyelv",KBS2,South Korea,"Comedy, Romance, Drama",7.6,1444,15/09/2018,"Female Chases Male First, Poor Female Lead, Difficult Adulthood, Supportive In-Law, Mean In-Law, Evil In-Law, Selfish Parent, Workplace Setting, Ex-spouse Relationship, Neurological Disorder","Choi Soo Jong, Uee, Lee Jang Woo, Yoon Jin Yi, Jung Eun Woo, Na Hye Mi",_,_,_,_,_
My Only One (TV series),_,"The drama begins with Kim Do-ran living with her foster parents. Her mother had died shortly after her birth and her father was jailed 28 years ago. Do-ran's foster father and her father were friends since childhood. After learning that his childhood friend had asked his landlady to put his daughter, Do-ran in an orphanage, he brought Do-ran home. Do-ran's foster father hid the truth about her father from her and his own family. He treated Do-ran very well and ensured she had a good education. Because of this, Do-ran was treated unfairly by her envious foster sister, Mi-ran, and her foster mother who never regarded her as her own daughter.",KBS2,_,"Family, Melodrama, Snob Drama",_,_,"September 15, 2018 –
March 17, 2019",_,"Choi Soo-jong, Uee, Lee Jang-woo, Yoon Jin-yi, Jung Eun-woo, Na Hye-mi, Park Sung-hoon",Kim Sa-Kyung,Hong Seok-Ku,106,"2018, 2019",_
My Perfect Stranger,"Bumped Into You, Eojjeoda Majuchin, Geudae, I Met You by Chance, Run Into You, Te Conheci por Acaso, You, Whom I Met By Chance, Мій ідеальний незнайомець, Мы Встретились Случайно, الغريب المثالي","Yun Hae Jun, the youngest anchor at his broadcasting station, and Baek Yun Yeong, a publishing company employee who once dreamed of being a writer, travel back in time to 1987. In the past, Yun Hae Jun investigates a serial murder case, while Baek Yun Yeong tries to stop her parents' marriage. They soon discover their goals are linked.

(Source: MyDramaList)      Edit Translation         English     ภาษาไทย     Arabic     Русский",KBS2,South Korea,"Mystery, Romance, Drama, Sci-Fi",8.6,13284,01/05/2023,"Murder, Time Travel, Investigation, 1980s, Death, Calm Male Lead, Smart Male Lead, Age Gap [Drama Life], Age Gap [Real Life], News Presenter Male Lead","Kim Dong Wook, Jin Ki Joo, Seo Ji Hye, Lee Won Jung, Hong Seung An, Lee Ji Hyun",Baek So-yeon,"Kang Soo-yeon, Lee Woong-hee",16,2023,_
My Precious You,_,"My Precious You (Korean: 내 사랑 금지옥엽) is a 2008 South Korean television series. It aired on KBS2 on Saturdays to Sundays at 19:55 for 54 episodes beginning October 4, 2008.",KBS2,_,Family drama,_,_,"October 4, 2008 –
April 5, 2009",_,"Hong Ah-reum, Kim Sung-soo, Lee Tae-ran, Ji Hyun-woo, Song Joong-ki, Yoo In-young, Hong Soo-ah, Kim Tae-ho",_,_,54,"2008, 2009",_
My Prettiest Moments,_,"Lee Shin-ae (Jeon Ye-seo) is terminally ill with cancer and wants to live the rest of her given life without treatment but is forced into the hospital by her husband. There she meets Yoon Jung-hyuk (Lee Jong-suk), a popular university student who is the guardian and takes care of his sick girlfriend. Jung-hyuk falls in love with Shin-ae and finds out the meaning of true love. Shin-ae, while nearing the end of her life, finds new meaning to her life and love.",_,_,_,_,_,_,_,_,Lee Hyun-joo,Baek Sang-hoon,"Season 3
Episode 9",_,_
My Princess,"Mai Peurinseseu, Minha Princesa, Моя принцесса, 我的公主","An ordinary college student, Lee Seol, finds out she's a princess. The grandson of Daehan Group, Park Hae Young, is put in charge of educating Seol on proper etiquette.         

 However, Hae Young is put in a precarious situation when he finds himself drawn to Seol, the girl who will take away his inheritance if the monarchy is restored.      Edit Translation         English     中文(简体)     Русский     Español",MBC,South Korea,"Comedy, Romance",7.5,17025,05/01/2011,"Heiress Female Lead, Bodyguard Male Lead, Princess Female Lead, Royalty, Older Man/Younger Woman, Enemies to Lovers, Female Chases Male First","Song Seung Heon, Kim Tae Hee, Park Ye Jin, Ryu Soo Young, Lee Sung Min, Kang Ye Sol",_,_,_,_,_
My Princess (TV series),_,"An ordinary and gorgeous college student, Lee Seol (Kim Tae-hee), finds out that she is a princess and the great-granddaughter of the Joseon Dynasty's last Emperor, Emperor Sunjong. The grandson of the chairman of Daehan Group, Park Hae-young (Song Seung-heon), is put in charge of educating Seol on proper etiquette in order for her to fulfill her role. However, Hae-young is put in a precarious situation when he finds himself drawn to Seol, the girl who will take away his inheritance if the monarchy is restored.",Munhwa Broadcasting Corporation,_,"Romance, Comedy, Drama",_,_,"January 5 –
February 24, 2011",_,"Song Seung-heon, Kim Tae-hee, Park Ye-jin, Ryu Soo-young",Jang Young-shil,Kwon Seok-jang,16,2011,_
My Romantic Some Recipe,"mai romaentik sseom resipi, Minha Receita Um Pouco Romântica, وصفة بعض رومانسيتي","A 21-year old college student has a one-sided love for a restaurant customer. Then after getting drunk one evening she takes a stand-up poster of her idol. From that advertisement he magically emerges to help her...teach her how to charm the other guy, to cook, to ride a bike, to take better care of herself. Then as suddenly as he arrives, he disappears.      Edit Translation         English     Arabic     Português (Brasil)     Español",Naver TV Cast,South Korea,"Food, Romance, Fantasy",7.6,3043,14/11/2016,"Web Series, Miniseries, Nice Male Lead, Secret Crush, Cooking, Disappearance, Idol Male Lead, Short Length Series, Love Triangle, Friends to Lovers","Joo Ah Reum, Cha Eun Woo, Lee Soo Bin, Ahn Ji Hoon, Jung Jae Hyung, Yoon San Ha",_,_,_,_,_
My Roommate Is a Gumiho,"A Falling Cohabitation, A Terrifying Cohabitation, Frightening Cohabitation, Gan Ddeoreojineun Donggeo, Gan Tteoreojineun Donggeo, Heart-Stopping Roommate, Live Together, My Roommate is a Nine Tailed Fox","Shin Woo Yeo is a handsome and smart writer, who is actually a 999-year-old nine-tailed fox. To become a human, he collects human energy in a bead.
One day, the drunk friend of Lee Dam, a university student, falls asleep on top of an expensive car whose owner is Woo Yeo. While Lee Dam struggles to take her friend away and Woo Yeo trying to help her, Woo Yeo's bead accidentally falls  out of his mouth, and Lee Dam unintentionally swallows it. The bead can exist inside of a human for no more than 1 year and, afterward, the bead will break inside of that person causing the person to die. Not wanting to lose his chance in becoming a human, Woo Yeo explains to Lee Dam their predicament and suggests living together until they figure out a solution. Lee Dam, who has never had a boyfriend in her life, now lives with Shin Woo Yeo.

(Source: AsianWiki)

~~ Adapted from the webtoon ""My Roommate Is a Gumiho"" (간 떨어지는 동거) by Na (나).    Edit Translation         English     한국어     日本語     中文(简体)",tvN,South Korea,"Comedy, Romance, Fantasy",8.3,56515,26/05/2021,"Calm Male Lead, Straightforward Female Lead, Cohabitation, Adapted from a Webtoon, Nine-tailed Fox, Friendship, Supernatural, Multiple Mains, Nice Male Lead, Multiple Couples","Jang Ki Yong, Lee Hye Ri, Kang Han Na, Kim Do Wan, Bae In Hyuk, Park Kyung Hye","Baek Sun-Woo, Choi Bo-Rim","Nam Sung-Woo, Park Joon Hwa",16,2021,_
My Rosy Life,_,"Maeng Soon-yi (Choi Jin-sil) has sacrificed everything in her life for the sake of others. She missed out on her youth because she was too busy taking care of her father (Jang Yong), who started drinking heavily after her mother abandoned them when Soon-yi was 10 years old. Soon-yi gave up on her own education so that she could earn the money to pay for her younger siblings' tuition.",KBS,_,Melodrama,_,_,"24 August –
10 November 2005",_,"Choi Jin-sil, Son Hyun-joo, Lee Tae-ran",Moon Young-nam,Kim Jong-chang,24,2005,_
